Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude,Crash_Latitude,Crash_Street,Crash_Street_Intersecting,State_Road_Name,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,DCA_Key_Approach_Dir,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other,
345649,Hospitalisation,2021,January,Tuesday,6,Angle,Multi-Vehicle,152.922943,-27.62101244,Jalrock Pl,Mica St,,Carole Park,Ipswich City,4300,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Carole Park,Springfield - Redbank,Ipswich,Major Cities,Jordan,Oxley,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,506,Veh'S Overtaking: Overtake-Right Turn,Overtaking same direction,E,0,1,0,0,1,1,1,0,0,0,0,0
345650,Medical treatment,2021,January,Tuesday,13,Rear-end,Multi-Vehicle,152.90965,-27.67948844,Springfield Greenbank Art Rd,Springfield Lakes Blvd,,Springfield Lakes,Ipswich City,4300,Springfield,Ipswich,Southern,SEQ South,Metropolitan,Springfield Lakes,Springfield - Redbank,Ipswich,Major Cities,Jordan,Oxley,Locally-controlled,Intersection - Cross,Operating traffic lights,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,301,Veh'S Same Direction: Rear End,Rear-end,E,0,0,1,0,1,2,0,0,0,0,0,0
345651,Medical treatment,2021,January,Wednesday,20,Angle,Multi-Vehicle,152.86967,-27.60604843,Collingwood Dr,Namatjira Dr,,Collingwood Park,Ipswich City,4301,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Collingwood Park - Redbank,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Oxley,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Level,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,S,0,0,1,0,1,2,0,0,0,0,0,0
345652,Minor injury,2021,January,Wednesday,13,Rear-end,Multi-Vehicle,152.895824,-27.61333543,Alice St,Queen St,,Goodna,Ipswich City,4300,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Goodna,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Oxley,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,N,0,0,0,1,1,2,0,0,0,0,0,0
345653,Minor injury,2021,January,Thursday,20,Angle,Multi-Vehicle,152.83595,-27.64164743,Baird Cct,Greenwood Vlge Rd,,Redbank Plains,Ipswich City,4301,Springfield,Ipswich,Southern,SEQ South,Metropolitan,Redbank Plains,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Blair,Locally-controlled,Intersection - T-Junction,Give way sign,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Dip,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,S,0,0,0,3,3,2,0,0,0,0,0,0
345654,Minor injury,2021,January,Saturday,15,Rear-end,Multi-Vehicle,152.8917872,-27.66577903,Augusta Pkwy,,,Augustine Heights,Ipswich City,4300,Springfield,Ipswich,Southern,SEQ South,Metropolitan,Bellbird Park - Brookwater,Springfield - Redbank,Ipswich,Major Cities,Jordan,Blair,Locally-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,N,0,0,0,1,1,4,0,0,0,0,0,0
345655,Hospitalisation,2021,January,Tuesday,20,Hit pedestrian,Hit pedestrian,152.868164,-27.66094943,Aldinga St,,,Redbank Plains,Ipswich City,4301,Springfield,Ipswich,Southern,SEQ South,Metropolitan,Redbank Plains,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Blair,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Dip,5,Ped'N: Hit Walking With Traffic,Pedestrian,E,0,1,0,0,1,1,0,0,0,0,1,0
345656,Hospitalisation,2021,January,Wednesday,10,Rear-end,Multi-Vehicle,152.851125,-27.65352743,Ingles Dr,School Rd,,Redbank Plains,Ipswich City,4301,Springfield,Ipswich,Southern,SEQ South,Metropolitan,Redbank Plains,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Blair,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,303,Veh'S Same Direction: Right Rear,Rear-end,S,0,2,0,0,2,2,0,0,0,0,0,0
345657,Hospitalisation,2021,January,Wednesday,18,Angle,Multi-Vehicle,152.875127,-27.62639743,Eagle St,Kruger Pde,,Redbank Plains,Ipswich City,4301,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Redbank Plains,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Oxley,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,N,0,1,1,0,2,2,0,0,0,0,0,0
345658,Medical treatment,2021,January,Wednesday,23,Hit parked vehicle,Single Vehicle,152.859033,-27.64499643,Redbank Plains Rd,,,Redbank Plains,Ipswich City,4301,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Redbank Plains,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Blair,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Grade,601,Veh'S On Path: Parked,Hit parked vehicle,W,0,0,1,0,1,2,0,0,0,0,0,0
345659,Medical treatment,2021,January,Thursday,17,Rear-end,Multi-Vehicle,152.910184,-27.67266444,Centenary Hwy,,Centenary Motorway (Yamanto - Ellen Grove),Springfield Lakes,Ipswich City,4300,Springfield,Ipswich,Southern,SEQ South,Metropolitan,Springfield Lakes,Springfield - Redbank,Ipswich,Major Cities,Jordan,Oxley,State-controlled,Intersection - Interchange,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,301,Veh'S Same Direction: Rear End,Rear-end,S,0,0,1,0,1,4,0,0,0,0,0,0
345660,Medical treatment,2021,January,Friday,18,Angle,Multi-Vehicle,152.831182,-27.59090843,Ashburn Rd,Warrego Hwy,Warrego Highway (Ipswich - Toowoomba),Dinmore,Ipswich City,4303,Booval,Ipswich,Southern,SEQ South,Metropolitan,Bundamba,Ipswich Inner,Ipswich,Major Cities,Bundamba,Blair,State-controlled,Intersection - Interchange,Give way sign,60 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,W,0,0,1,0,1,2,0,0,0,0,0,0
345661,Hospitalisation,2021,February,Monday,5,Sideswipe,Multi-Vehicle,152.870967,-27.60282143,Ipswich Mwy,,Cunningham Highway (Ipswich Motorway),Redbank,Ipswich City,4301,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Collingwood Park - Redbank,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Oxley,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,307,Veh'S Same Direction: Lane Change Left,Lane changes,E,0,1,0,0,1,1,0,1,0,0,0,0
345662,Medical treatment,2021,February,Thursday,16,Rear-end,Multi-Vehicle,152.9182693,-27.66479844,Centenary Hwy,,Centenary Motorway (Yamanto - Ellen Grove),Springfield Lakes,Ipswich City,4300,Springfield,Ipswich,Southern,SEQ South,Metropolitan,Springfield Lakes,Springfield - Redbank,Ipswich,Major Cities,Jordan,Oxley,State-controlled,Intersection - Interchange,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,S,0,0,1,1,2,2,0,0,0,0,0,0
345663,Fatal,2021,February,Saturday,8,Head-on,Multi-Vehicle,152.83789,-27.67073243,Mt Juillerat Dr,,,Redbank Plains,Ipswich City,4301,Springfield,Ipswich,Southern,SEQ South,Metropolitan,Redbank Plains,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Blair,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,201,Veh'S Opposite Approach: Head On,Head-on,S,1,0,0,1,2,1,0,1,0,0,0,0
345664,Hospitalisation,2021,February,Thursday,14,Rear-end,Multi-Vehicle,152.877573,-27.59999243,Francis St,Railway Tce,,Redbank,Ipswich City,4301,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Collingwood Park - Redbank,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Oxley,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,303,Veh'S Same Direction: Right Rear,Rear-end,N,0,1,0,0,1,1,0,1,0,0,0,0
345665,Medical treatment,2021,February,Friday,19,Hit object,Single Vehicle,152.889538,-27.65363443,Augusta Pkwy,,,Augustine Heights,Ipswich City,4300,Springfield,Ipswich,Southern,SEQ South,Metropolitan,Bellbird Park - Brookwater,Springfield - Redbank,Ipswich,Major Cities,Jordan,Oxley,Locally-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Grade,808,Off Path-Curve: Mounts Traffic Island,Off carriageway on curve hit object,W,0,0,1,0,1,1,0,0,0,0,0,0
345666,Hospitalisation,2021,February,Sunday,7,Hit object,Single Vehicle,152.879101,-27.63074945,Redbank Plains Rd,,,Bellbird Park,Ipswich City,4300,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Bellbird Park - Brookwater,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Oxley,Locally-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,,0,1,0,0,1,1,0,0,0,0,0,0
345667,Hospitalisation,2021,February,Sunday,10,Rear-end,Multi-Vehicle,152.9154255,-27.68592709,Springfield Greenbank Art Rd,,,Springfield Lakes,Ipswich City,4300,Springfield,Ipswich,Southern,SEQ South,Metropolitan,Springfield Lakes,Springfield - Redbank,Ipswich,Major Cities,Jordan,Blair,Locally-controlled,Merge Lane,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Dip,301,Veh'S Same Direction: Rear End,Rear-end,,0,1,0,0,1,4,0,0,0,0,0,0
345668,Hospitalisation,2021,February,Tuesday,17,Hit object,Single Vehicle,152.911629,-27.64230843,Sunview Rd,,,Springfield,Ipswich City,4300,Springfield,Ipswich,Southern,SEQ South,Metropolitan,Springfield,Springfield - Redbank,Ipswich,Major Cities,Jordan,Oxley,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Wet,Raining,Dawn/Dusk,Curved - view open,Grade,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,S,0,1,0,0,1,1,0,0,0,0,0,0
345669,Medical treatment,2021,February,Tuesday,15,Angle,Multi-Vehicle,152.925238,-27.62322644,Mica St,,,Carole Park,Ipswich City,4300,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Carole Park,Springfield - Redbank,Ipswich,Major Cities,Jordan,Oxley,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,E,0,0,1,0,1,2,0,0,0,0,0,0
345670,Medical treatment,2021,February,Wednesday,4,Fall from vehicle,Single Vehicle,152.938508,-27.62834544,Cobalt St,Johnson Rd,,Carole Park,Ipswich City,4300,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Carole Park,Springfield - Redbank,Ipswich,Major Cities,Jordan,Oxley,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,707,Off Path-Straight: Right Turn,Off carriageway on straight,N,0,0,1,0,1,0,1,0,0,0,0,0
345671,Hospitalisation,2021,February,Friday,13,Rear-end,Multi-Vehicle,152.864309,-27.61250543,Collingwood Dr,,,Collingwood Park,Ipswich City,4301,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Collingwood Park - Redbank,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Oxley,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,301,Veh'S Same Direction: Rear End,Rear-end,N,0,1,0,0,1,0,1,0,0,0,0,0
345672,Medical treatment,2021,February,Friday,15,Angle,Multi-Vehicle,152.875484,-27.62475543,Broadleaf Pde,Kruger Pde,,Redbank,Ipswich City,4301,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Collingwood Park - Redbank,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Oxley,Locally-controlled,Intersection - T-Junction,Give way sign,60 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,102,Veh'S Adjacent Approach: Right-Thru,Intersection from adjacent approaches,W,0,0,3,0,3,3,0,0,0,0,0,0
345673,Hospitalisation,2021,February,Friday,16,Angle,Multi-Vehicle,152.868816,-27.63513843,Kerwin St,Russell Dr,,Redbank Plains,Ipswich City,4301,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Redbank Plains,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Oxley,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,S,0,1,0,0,1,1,0,0,0,1,0,0
345674,Medical treatment,2021,February,Friday,15,Rear-end,Multi-Vehicle,152.891057,-27.66445743,Augusta Pkwy,Tournament Dr,,Brookwater,Ipswich City,4300,Springfield,Ipswich,Southern,SEQ South,Metropolitan,Bellbird Park - Brookwater,Springfield - Redbank,Ipswich,Major Cities,Jordan,Blair,Locally-controlled,Intersection - Roundabout,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,N,0,0,1,0,1,2,0,0,0,0,0,0
345675,Medical treatment,2021,February,Monday,8,Angle,Multi-Vehicle,152.881755,-27.64989443,Cardena Dr,Dillon Av,,Augustine Heights,Ipswich City,4300,Springfield,Ipswich,Southern,SEQ South,Metropolitan,Bellbird Park - Brookwater,Springfield - Redbank,Ipswich,Major Cities,Jordan,Oxley,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,408,Veh'S Manoeuvring: Entering From Footway,Vehicle leaving driveway,S,0,0,1,0,1,1,0,0,0,1,0,0
345676,Hospitalisation,2021,February,Monday,16,Rear-end,Multi-Vehicle,152.890947,-27.62708543,Brennan St,Jones Rd,,Bellbird Park,Ipswich City,4300,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Bellbird Park - Brookwater,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Oxley,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,,0,1,0,0,1,4,0,0,0,0,0,0
345677,Medical treatment,2021,February,Monday,17,Rear-end,Multi-Vehicle,152.84906,-27.64049043,Collingwood Dr,Redbank Plains Rd,,Collingwood Park,Ipswich City,4301,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Collingwood Park - Redbank,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Blair,Locally-controlled,Intersection - Cross,Operating traffic lights,70 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,301,Veh'S Same Direction: Rear End,Rear-end,E,0,0,1,0,1,1,1,0,0,0,0,0
345678,Minor injury,2021,February,Monday,8,Sideswipe,Multi-Vehicle,152.906346,-27.67601943,Main St,Springfield Greenbank Art Rd,,Springfield Lakes,Ipswich City,4300,Springfield,Ipswich,Southern,SEQ South,Metropolitan,Springfield Lakes,Springfield - Redbank,Ipswich,Major Cities,Jordan,Blair,Locally-controlled,Intersection - Roundabout,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,309,Veh'S Same Direction: Left Turn S/Swipe,Parallel lanes turning,S,0,0,0,1,1,1,0,1,0,0,0,0
345679,Medical treatment,2021,February,Tuesday,15,Angle,Multi-Vehicle,152.930751,-27.61173444,Boundary Rd,Logan Mwy,,Ellen Grove,Brisbane City,4078,Inala,South Brisbane,Brisbane,SEQ South,Metropolitan,Wacol,Forest Lake - Oxley,Ipswich,Major Cities,Inala,Oxley,Locally-controlled,Intersection - Interchange,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,N,0,0,2,0,2,2,0,0,0,0,0,0
345680,Medical treatment,2021,February,Tuesday,17,Angle,Multi-Vehicle,152.887914,-27.62278243,Redbank Plains Rd,Stuart St,,Goodna,Ipswich City,4300,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Goodna,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Oxley,Locally-controlled,Intersection - T-Junction,Give way sign,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,N,0,0,1,0,1,2,0,0,0,0,0,0
345681,Minor injury,2021,February,Saturday,17,Angle,Multi-Vehicle,152.875127,-27.62639743,Eagle St,Kruger Pde,,Redbank Plains,Ipswich City,4301,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Redbank Plains,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Oxley,Locally-controlled,Intersection - Cross,Operating traffic lights,0 - 50 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,S,0,0,0,1,1,2,0,0,0,0,0,0
345682,Hospitalisation,2021,February,Saturday,19,Angle,Multi-Vehicle,152.869789,-27.60364543,Collingwood Dr,Cunningham Hwy,Cunningham Highway (Ipswich Motorway),Redbank,Ipswich City,4301,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Collingwood Park - Redbank,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Oxley,State-controlled,Intersection - Interchange,Operating traffic lights,60 km/h,Sealed - Wet,Clear,Darkness - Lighted,Straight,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,S,0,1,0,0,1,1,1,0,0,0,0,0
345683,Minor injury,2021,February,Saturday,12,Rear-end,Multi-Vehicle,152.922195,-27.66848644,Burlington Tce,Springfield Lakes Blvd,,Springfield Lakes,Ipswich City,4300,Springfield,Ipswich,Southern,SEQ South,Metropolitan,Springfield Lakes,Springfield - Redbank,Ipswich,Major Cities,Jordan,Oxley,Locally-controlled,Intersection - Roundabout,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,S,0,0,0,3,3,2,0,0,0,0,0,0
345684,Hospitalisation,2021,March,Tuesday,16,Hit object,Single Vehicle,152.901378,-27.67492766,Centenary Hwy,,Centenary Motorway (Yamanto - Ellen Grove),Springfield Central,Ipswich City,4300,Springfield,Ipswich,Southern,SEQ South,Metropolitan,Bellbird Park - Brookwater,Springfield - Redbank,Ipswich,Major Cities,Jordan,Blair,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Curved - view open,Level,201,Veh'S Opposite Approach: Head On,Head-on,E,0,1,0,1,2,2,0,0,0,0,0,0
345685,Minor injury,2021,March,Tuesday,19,Angle,Multi-Vehicle,152.882364,-27.63924543,Harris St,Jones Rd,,Bellbird Park,Ipswich City,4300,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Bellbird Park - Brookwater,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Oxley,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Wet,Clear,Darkness - Lighted,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,S,0,0,0,1,1,2,0,0,0,0,0,0
345686,Medical treatment,2021,March,Tuesday,7,Rear-end,Multi-Vehicle,152.831987,-27.59768443,Brisbane Rd,,Ipswich - Cunningham Hwy Connection Road,Dinmore,Ipswich City,4303,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Bundamba,Ipswich Inner,Ipswich,Major Cities,Bundamba,Blair,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,N,0,0,1,0,1,2,0,0,0,0,0,0
345687,Hospitalisation,2021,March,Wednesday,7,Hit object,Single Vehicle,152.9103794,-27.60874127,Brisbane Rd,,Cunningham Highway (Ipswich Motorway),Gailes,Ipswich City,4300,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Camira - Gailes,Springfield - Redbank,Ipswich,Major Cities,Jordan,Oxley,State-controlled,Merge Lane,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Crest,808,Off Path-Curve: Mounts Traffic Island,Off carriageway on curve hit object,E,0,1,0,0,1,1,0,0,0,0,0,0
345688,Medical treatment,2021,March,Wednesday,15,Angle,Multi-Vehicle,152.831182,-27.59090843,Ashburn Rd,Warrego Hwy,Warrego Highway (Ipswich - Toowoomba),Dinmore,Ipswich City,4303,Booval,Ipswich,Southern,SEQ South,Metropolitan,Bundamba,Ipswich Inner,Ipswich,Major Cities,Bundamba,Blair,State-controlled,Intersection - Interchange,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,W,0,0,1,0,1,2,0,0,0,0,0,0
345689,Medical treatment,2021,March,Thursday,16,Rear-end,Multi-Vehicle,152.921067,-27.66180344,Centenary Hwy,,Centenary Motorway (Yamanto - Ellen Grove),Springfield Lakes,Ipswich City,4300,Springfield,Ipswich,Southern,SEQ South,Metropolitan,Springfield Lakes,Springfield - Redbank,Ipswich,Major Cities,Jordan,Oxley,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,S,0,0,1,0,1,3,0,0,0,0,0,0
345690,Minor injury,2021,March,Friday,14,Sideswipe,Multi-Vehicle,152.935972,-27.61623444,Logan Mwy,,Logan Motorway (Gailes - Loganholme),Carole Park,Ipswich City,4300,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Carole Park,Springfield - Redbank,Ipswich,Major Cities,Inala,Oxley,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,305,Veh'S Same Direction: Lane Side Swipe,Lane changes,W,0,0,0,1,1,1,0,1,0,0,0,0
345691,Medical treatment,2021,March,Friday,16,Hit object,Single Vehicle,152.937306,-27.61786044,Logan Mwy,,Logan Motorway (Gailes - Loganholme),Carole Park,Ipswich City,4300,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Carole Park,Springfield - Redbank,Ipswich,Major Cities,Inala,Oxley,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,N,0,0,1,0,1,2,0,0,0,0,0,0
345692,Medical treatment,2021,March,Friday,19,Rear-end,Multi-Vehicle,152.916413,-27.61824144,Formation St,Old Logan Rd,,Carole Park,Ipswich City,4300,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Carole Park,Springfield - Redbank,Ipswich,Major Cities,Jordan,Oxley,Locally-controlled,Intersection - T-Junction,Give way sign,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Grade,302,Veh'S Same Direction: Left Rear,Rear-end,E,0,0,1,0,1,2,0,0,0,0,0,0
345693,Medical treatment,2021,March,Monday,15,Rear-end,Multi-Vehicle,152.92197,-27.66055644,Centenary Hwy,,Centenary Motorway (Yamanto - Ellen Grove),Springfield,Ipswich City,4300,Springfield,Ipswich,Southern,SEQ South,Metropolitan,Springfield,Springfield - Redbank,Ipswich,Major Cities,Jordan,Oxley,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,N,0,0,2,0,2,2,0,0,0,0,0,0
345694,Medical treatment,2021,March,Monday,20,Hit parked vehicle,Single Vehicle,152.892122,-27.60984843,Albert St,Tracey Dr,,Goodna,Ipswich City,4300,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Goodna,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Oxley,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Wet,Raining,Darkness - Not lighted,Straight,Dip,601,Veh'S On Path: Parked,Hit parked vehicle,N,0,0,1,0,1,3,0,0,0,0,0,0
345695,Hospitalisation,2021,March,Tuesday,1,Hit object,Single Vehicle,152.8794966,-27.63053888,Redbank Plains Rd,,,Bellbird Park,Ipswich City,4300,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Bellbird Park - Brookwater,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Oxley,Locally-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Grade,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,S,0,1,0,0,1,1,0,0,0,0,0,0
345696,Medical treatment,2021,March,Wednesday,11,Rear-end,Multi-Vehicle,152.875442,-27.60129443,Ipswich Mwy,,Cunningham Highway (Ipswich Motorway),Redbank,Ipswich City,4301,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Collingwood Park - Redbank,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Oxley,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,408,Veh'S Manoeuvring: Entering From Footway,Vehicle leaving driveway,E,0,0,1,0,1,1,0,1,0,0,0,0
345697,Medical treatment,2021,March,Thursday,12,Rear-end,Multi-Vehicle,152.8720254,-27.60243444,Ipswich Mwy,,Cunningham Highway (Ipswich Motorway),Redbank,Ipswich City,4301,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Collingwood Park - Redbank,Springfield - Redbank,Ipswich,Major Cities,Bundamba,Oxley,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,N,0,0,1,1,2,4,0,0,0,0,0,0
